english,icelandic,pos,definition_en,definition_is,status,source,alternatives,category,chapter,notes
molecular equation,sameindajafna,,chemical equation in which all reactants and products are represented as neutral substances,Efnajafna þar sem öll hvarfefni og myndefni eru sýnd sem hlutlaus efni,approved,chemistry-society-csv,,other,4,
molecular formula,sameindaformúla,,formula indicating the composition of a molecule of a compound and giving the actual number of atoms of each element in a molecule of the compound.,formúla sem gefur til kynna samsetningu sameindar efnasambands og gefur upp raunverulegan fjölda atóma hvers frumefnis í sameind efnasambandsins.,approved,chemistry-society-csv,,other,2,
molecular mass,sameindamassi,,,,approved,idordabankinn,,concepts,,
molecular orbital,sameindasvigrúm,,region of space in which an electron has a high probability of being found in a molecule,,approved,chemistry-society-csv,,other,8,
molecular orbital diagram,,,visual representation of the relative energy levels of molecular orbitals,,needs_review,openstax-glossary,,other,8,
molecular orbital theory,sameindasvigrúmakenningin,,model that describes the behavior of electrons delocalized throughout a molecule in terms of the combination of atomic wave functions,,approved,chemistry-society-csv,,other,8,
molecular solid,,,solid composed of neutral molecules held together by intermolecular forces of attraction,,needs_review,openstax-glossary,,other,10,
molecular structure,,,arrangement of atoms in a molecule or ion,,needs_review,openstax-glossary,,other,7,
molecularity,sameindatala,,number of reactant entities involved in an elementary reaction,fjöldi hvarfefnaeinda sem taka þátt í grunnskrefshvarfi,proposed,openstax-mt,,other,12,
molecule,sameind,,bonded collection of two or more atoms of the same or different elements,tengt safn tveggja eða fleiri atóma af sama eða mismunandi frumefnum,approved,chemistry-society-csv,,fundamental,1,
momentum,skriðþungi,,,,approved,chemistry-society-csv,,other,,
monatomic ion,einatóma jón,,ion composed of a single atom,jón sem samanstendur af einu atómi,proposed,openstax-mt,,other,2,
monoatomic ion,einfrumeinda jón,,,,approved,chemistry-society-csv,,other,,
monochromator,ljósgreiða,,,,approved,chemistry-society-csv,,other,,
monodentate,eintenntur,,ligand that attaches to a central metal through just one coordinate covalent bond,,approved,chemistry-society-csv,,other,19,
monomer,einliða,,,,approved,chemistry-society-csv,,other,,
monoprotic acid,,,acid containing one ionizable hydrogen atom per molecule,,needs_review,openstax-glossary,,other,14,
Nernst equation,,,relating the potential of a redox system to its composition,,needs_review,openstax-glossary,,other,17,
net ionic equation,Nettójónajafna,,chemical equation in which only those dissolved ionic reactants and products that undergo a chemical or physical change are represented (excludes spectator ions),Efnajafna þar sem aðeins þau uppleystu jónísku hvarfefni og myndefni sem gangast undir efna- eða eðlisfræðilega breytingu eru sýnd (sleppir áhorfendajónum),proposed,openstax-mt,,other,4,
neutral,hlutlaus,,describes a solution in which [H3O+] = [OH−],,approved,chemistry-society-csv,,other,14,
neutralization,hlutleysing,,,,approved,chemistry-society-csv,,acids-bases,,
neutralization reaction,Hlutleysing,,reaction between an acid and a base to produce salt and water,efnahvarf milli sýru og basa sem myndar salt og vatn,proposed,openstax-mt,,other,4,
neutron,nifteind,,"uncharged, subatomic particle located in the nucleus",óhlaðin öreind staðsett í kjarnanum,approved,chemistry-society-csv,,fundamental,2,
nickel-cadmium battery,,,rechargeable battery based on Ni/Cd half-cells with applications similar to those of lithium ion batteries,,needs_review,openstax-glossary,,other,17,
nitrate,,,NO3− ion; salt of nitric acid,,needs_review,openstax-glossary,,other,18,
nitrogen,nitur,,,,approved,chemistry-society-csv,,other,,
nitrogen fixation,,,formation of nitrogen compounds from molecular nitrogen,,needs_review,openstax-glossary,,other,18,
noble gas,eðalgas,,"(also, inert gas) element in group 18","(einnig, hlutlaust gas) frumefni í hópi 18",approved,chemistry-society-csv,eðallofttegund,periodic table,2,
node,nóða,,any point of a standing wave with zero amplitude,,approved,chemistry-society-csv,,other,6,
nomenclature,nafnakerfi,,system of rules for naming objects of interest,reglukerfi til að nefna fyrirbæri,proposed,openstax-mt,,other,2,
nonelectrolyte,órafkleyft efni,,substance that does not produce ions when dissolved in water,,approved,chemistry-society-csv,,other,11,
nonionizing radiation,,,"radiation that speeds up the movement of atoms and molecules; it is equivalent to heating a sample, but is not energetic enough to cause the ionization of molecules",,needs_review,openstax-glossary,,other,21,
nonmetal,málmleysingi,,"element that appears dull, poor conductor of heat and electricity","frumefni sem virðist daufleitt, lélegur leiðari varma og rafmagns",approved,chemistry-society-csv,,other,2,
nonpolar,óskautaður,,,,approved,chemistry-society-csv,,other,,
nonspontaneous process,,,process that requires continual input of energy from an external source,,needs_review,openstax-glossary,,other,16,
normal boiling point,,,temperature at which a liquid’s vapor pressure equals 1 atm (760 torr),,needs_review,openstax-glossary,,other,10,
nuclear binding energy,,,energy lost when an atom’s nucleons are bound together (or the energy needed to break a nucleus into its constituent protons and neutrons),,needs_review,openstax-glossary,,other,21,
nuclear chemistry,,,study of the structure of atomic nuclei and processes that change nuclear structure,,needs_review,openstax-glossary,,other,21,
nuclear energy,kjarnorka,,,,approved,chemistry-society-csv,,other,,
nuclear fuel,,,fissionable isotope present in sufficient quantities to provide a self-sustaining chain reaction in a nuclear reactor,,needs_review,openstax-glossary,,other,21,
nuclear fusion,kjarnasamruni,,,,approved,chemistry-society-csv,,other,,
nuclear moderator,,,substance that slows neutrons to a speed low enough to cause fission,,needs_review,openstax-glossary,,other,21,
nuclear reaction,,,"change to a nucleus resulting in changes in the atomic number, mass number, or energy state",,needs_review,openstax-glossary,,other,21,
nuclear reactor,,,environment that produces energy via nuclear fission in which the chain reaction is controlled and sustained without explosion,,needs_review,openstax-glossary,,other,21,
nuclear spin,kjarnspuni,,,,approved,chemistry-society-csv,,other,,
nuclear transmutation,,,conversion of one nuclide into another nuclide,,needs_review,openstax-glossary,,other,21,
nucleobase,niturbasi,,,,approved,chemistry-society-csv,,other,,
nucleon,,,collective term for protons and neutrons in a nucleus,,needs_review,openstax-glossary,,other,21,
nucleophile,kjarnsækir,,,,approved,chemistry-society-csv,,other,,
nucleus,kjarni,,"massive, positively charged center of an atom made up of protons and neutrons","massamikil, jákvætt hlaðin miðja atóms sem samanstendur af róteindum og nifteindum",approved,chemistry-society-csv,,fundamental,2,Atomic nucleus: atómkjarni
nuclide,,,nucleus of a particular isotope,,needs_review,openstax-glossary,,other,21,
nutritional calorie (Calorie),næringarkaloría (kaloría),,"unit used for quantifying energy provided by digestion of foods, defined as 1000 cal or 1 kcal","eining sem notuð er til að magngreina orku sem fæst við meltingu matvæla, skilgreind sem 1000 cal eða 1 kkal",proposed,openstax-mt,,other,5,
octahedral,áttflötungslaga,,"shape in which six outside groups are placed around a central atom such that a three-dimensional shape is generated with four groups forming a square and the other two forming the apex of two pyramids, one above and one below the square plane",,approved,chemistry-society-csv,,other,7,
octahedral,áttflötungur,,"shape in which six outside groups are placed around a central atom such that a three-dimensional shape is generated with four groups forming a square and the other two forming the apex of two pyramids, one above and one below the square plane",,approved,chemistry-society-csv,,other,7,
octahedral hole,,,open space in a crystal at the center of six particles located at the corners of an octahedron,,needs_review,openstax-glossary,,other,10,
octet rule,,,"guideline that states main group atoms will form structures in which eight valence electrons interact with each nucleus, counting bonding electrons as interacting with both atoms connected by the bond",,needs_review,openstax-glossary,,other,7,
optical isomer,,,"(also, enantiomer) molecule that is a nonsuperimposable mirror image with identical chemical and physical properties, except when it reacts with other optical isomers",,needs_review,openstax-glossary,,other,19,
orbital,svigrúm,,,,approved,chemistry-society-csv,,structure,,Atomic orbital
orbital diagram,,,pictorial representation of the electron configuration showing each orbital as a box and each electron as an arrow,,needs_review,openstax-glossary,,other,6,
orbital hybridization,svigrúmablöndun,,,,approved,chemistry-society-csv,,other,,
order of reaction,stig efnahvarfs,,,,approved,chemistry-society-csv,,other,,
organic,lífrænn,,,,approved,chemistry-society-csv,,other,,
organic chemistry,lífræn efnafræði,,,,approved,chemistry-society-csv,,other,,
organic compound,,,natural or synthetic compound that contains carbon,,needs_review,openstax-glossary,,other,20,
organometallic chemistry,málmlífræn efnafræði,,,,approved,chemistry-society-csv,,other,,
osmosis,himnuflæði,,diffusion of solvent molecules through a semipermeable membrane,,approved,chemistry-society-csv,,other,11,
osmotic pressure,flæðiþrýstingur,,,,approved,chemistry-society-csv,,other,,
Ostwald process,,,industrial process used to convert ammonia into nitric acid,,needs_review,openstax-glossary,,other,18,
overall order of reaction,heildarstig efnahvarfs,,,,approved,chemistry-society-csv,,other,,
overall reaction order,heildarstig efnahvarfs,,sum of the reaction orders for each substance represented in the rate law,summa stiga efnahvarfs fyrir hvert efni sem kemur fram í hraðajöfnunni,proposed,openstax-mt,,other,12,
overlap,,,"coexistence of orbitals from two different atoms sharing the same region of space, leading to the formation of a covalent bond",,needs_review,openstax-glossary,,other,8,
oxidation,oxun,,process in which an element’s oxidation number is increased by loss of electrons,ferli þar sem oxunartala frumefnis hækkar vegna rafeindamissis,approved,chemistry-society-csv,,reactions,4,
oxidation number,oxunartala,,"(also, oxidation state) the charge each atom of an element would have in a compound if the compound were ionic","(einnig, oxunarástand) hleðslan sem hvert atóm frumefnis hefði í efnasambandi ef efnasambandið væri jónaefni",approved,chemistry-society-csv,,other,4,
oxidation-reduction reaction,Oxunar-afoxunarhvarf,,"(also, redox reaction) reaction involving a change in oxidation number for one or more reactant elements","(einnig, redoxhvarf) efnahvarf sem felur í sér breytingu á oxunartölu fyrir eitt eða fleiri hvarfefni",proposed,openstax-mt,,other,4,
oxide,,,"binary compound of oxygen with another element or group, typically containing O2− ions or the group –O– or =O",,needs_review,openstax-glossary,,other,18,
oxidizing agent,Oxari,,"(also, oxidant) substance that brings about the oxidation of another substance, and in the process becomes reduced",efni sem veldur oxun annars efnis og afoxast sjálft í ferlinu,proposed,openstax-mt,,other,4,
oxoacid,oxósýra,,,,approved,chemistry-society-csv,,other,,
oxyacid,oxósýra,,"compound that contains hydrogen, oxygen, and one other element, bonded in a way that imparts acidic properties to the compound (ability to release H+ ions when dissolved in water)","efnasamband sem inniheldur vetni, súrefni og eitt annað frumefni, tengt á þann hátt að það gefur efnasambandinu súra eiginleika (getu til að losa H+ jónir þegar það er leyst upp í vatni)",proposed,openstax-mt,,other,2,
oxyanion,oxóanjón,,polyatomic anion composed of a central atom bonded to oxygen atoms,fjölatóma anjón sem samanstendur af miðatómi sem er tengt súrefnisatómum,proposed,openstax-mt,,other,2,
ozone,,,allotrope of oxygen; O3,,needs_review,openstax-glossary,,other,18,
pairing energy (P),,,energy required to place two electrons with opposite spins into a single orbital,,needs_review,openstax-glossary,,other,19,
paramagnetic,meðseglandi,,,,approved,chemistry-society-csv,,other,,
paramagnetism,,,phenomenon in which a material is not magnetic itself but is attracted to a magnetic field; it occurs when there are unpaired electrons present,,needs_review,openstax-glossary,,other,8,
parent nuclide,,,unstable nuclide that changes spontaneously into another (daughter) nuclide,,needs_review,openstax-glossary,,other,21,
partial pressure,hlutþrýstingur,,pressure exerted by an individual gas in a mixture,þrýstingur sem einstakt gas í efnablöndu beitir,approved,chemistry-society-csv,,other,9,
partially miscible,,,of moderate mutual solubility; typically refers to liquid substances,,needs_review,openstax-glossary,,other,11,
particle,eind,,,,approved,chemistry-society-csv,,other,,
particle accelerator,,,device that uses electric and magnetic fields to increase the kinetic energy of nuclei used in transmutation reactions,,needs_review,openstax-glossary,,other,21,
parts per billion (ppb),milljarðshlutar (ppb),,ratio of solute-to-solution mass multiplied by 109,hlutfall massa uppleysts efnis á móti massa lausnar margfaldað með 109,proposed,openstax-mt,,other,3,
parts per million (ppm),milljónustu hlutar (ppm),,ratio of solute-to-solution mass multiplied by 106,hlutfall massa uppleysts efnis á móti massa lausnar margfaldað með 106,proposed,openstax-mt,,other,3,
pascal (Pa),paskal (Pa),,SI unit of pressure; 1 Pa = 1 N/m2,SI-eining þrýstings; 1 Pa = 1 N/m2,proposed,openstax-mt,,other,9,
passivation,,,metals with a protective nonreactive film of oxide or other compound that creates a barrier for chemical reactions; physical or chemical removal of the passivating film allows the metals to demonstrate their expected chemical reactivity,,needs_review,openstax-glossary,,other,18,
Pasteur pipette,Pasteur pípetta,,,,approved,chemistry-society-csv,,other,,
Pauli exclusion principle,einsetulögmál Pauli,,specifies that no two electrons in an atom can have the same value for all four quantum numbers,,approved,chemistry-society-csv,,other,6,
pear flask,peruflaska,,,,approved,chemistry-society-csv,,other,,
percent composition,prósentusamsetning,,percentage by mass of the various elements in a compound,massaprósenta hinna ýmsu frumefna í efnasambandi,proposed,openstax-mt,,other,3,
percent ionization,,,ratio of the concentration of ionized acid to initial acid concentration expressed as a percentage,,needs_review,openstax-glossary,,other,14,
percent yield,prósentuheimtur,,"measure of the efficiency of a reaction, expressed as a percentage of the theoretical yield","mælikvarði á skilvirkni efnahvarfs, gefinn upp sem prósenta af fræðilegum heimtum",approved,chemistry-society-csv,,other,4,
perfectly elastic,fullkomlega fjaðrandi,,,,approved,chemistry-society-csv,,other,,
period,lota,,"(also, series) horizontal row of the periodic table","(einnig, röð) lárétt röð í lotukerfinu",approved,chemistry-society-csv,,periodic table,2,Row in periodic table
periodic law,lotulögmálið,,properties of the elements are periodic function of their atomic numbers.,eiginleikar frumefnanna eru lotubundin virkni sætistalna þeirra.,proposed,openstax-mt,,other,2,
periodic table,lotukerfið,,table of the elements that places elements with similar chemical properties close together,tafla yfir frumefnin sem setur frumefni með svipaða efnaeiginleika saman,approved,chemistry-society-csv,lotukerfi,fundamental,2,Also: lotukerfið
periodic trends,lotubundnir eiginleikar,,,,approved,chemistry-society-csv,,other,,
peroxide,,,"molecule containing two oxygen atoms bonded together or as the anion, O22−",,needs_review,openstax-glossary,,other,18,
pH,pH,,logarithmic measure of the concentration of hydronium ions in a solution,,approved,manual,,acids-bases,14,Kept as abbreviation
phase,fasi,,,,approved,chemistry-society-csv,,other,,
phase diagram,fasarit,,pressure-temperature graph summarizing conditions under which the phases of a substance can exist,,approved,chemistry-society-csv,,other,10,
photochemical reaction,ljóshvatað efnahvarf,,,,approved,chemistry-society-csv,,other,,
photoelectric effect,ljósröfun,,,,approved,chemistry-society-csv,,other,,
photoelectron,ljósrafeind,,,,approved,chemistry-society-csv,,other,,
photon,ljóseind,,"smallest possible packet of electromagnetic radiation, a particle of light",,approved,chemistry-society-csv,,other,6,
photon emission,útgeislun,,,,approved,chemistry-society-csv,,other,,
photonic crystal,ljóseindakristall,,,,approved,chemistry-society-csv,,other,,
photosynthesis,,,process whereby light energy promotes the reaction of water and carbon dioxide to form carbohydrates and oxygen; this allows photosynthetic organisms to store energy,,needs_review,openstax-glossary,,other,18,
physical change,eðlisbreyting,,change in the state or properties of matter that does not involve a change in its chemical composition,breyting á ástandi eða eiginleikum efnis sem felur ekki í sér breytingu á efnasamsetningu þess,approved,idordabankinn,,changes,1,
physical chemistry,eðlisefnafræði,,,,approved,chemistry-society-csv,,other,,
physical equilibrium,eðlisjafnvægi,,,,approved,chemistry-society-csv,,other,,
physical properties,eðliseiginleikar,,,,approved,chemistry-society-csv,,other,,
physical property,eðliseiginleiki,,characteristic of matter that is not associated with any change in its chemical composition,einkenni efnis sem er ekki tengt neinni breytingu á efnasamsetningu þess,approved,idordabankinn,,properties,1,
pi bond,pí tengi,,,,approved,chemistry-society-csv,,other,,
pi bond (π bond),,,covalent bond formed by side-by-side overlap of atomic orbitals; the electron density is found on opposite sides of the internuclear axis,,needs_review,openstax-glossary,,other,8,
Pidgeon process,,,chemical reduction process used to produce magnesium through the thermal reaction of magnesium oxide with silicon,,needs_review,openstax-glossary,,other,18,
pipette,pípetta,,,,approved,chemistry-society-csv,,other,,
pipette bulb,pípettubelgur,,,,approved,chemistry-society-csv,,other,,
pipette filler,pípettupumpa,,,,approved,chemistry-society-csv,,other,,
plasma,plasma,,gaseous state of matter containing a large number of electrically charged atoms and/or molecules,,approved,idordabankinn,,states,1,State of matter
platinum metals,,,"group of six transition metals consisting of ruthenium, osmium, rhodium, iridium, palladium, and platinum that tend to occur in the same minerals and demonstrate similar chemical properties",,needs_review,openstax-glossary,,other,19,
plum pudding model,atómbúðingur,,,,approved,chemistry-society-csv,,other,,
pnictogen,pniktógen,,element in group 15,frumefni í hóp 15,proposed,openstax-mt,,other,2,
pOH,,,logarithmic measure of the concentration of hydroxide ions in a solution,,needs_review,openstax-glossary,,other,14,
polar,skautaður,,,,approved,chemistry-society-csv,,other,,
polar covalent bond,,,covalent bond between atoms of different electronegativities; a covalent bond with a positive end and a negative end,,needs_review,openstax-glossary,,other,7,
polar molecule,,,"(also, dipole) molecule with an overall dipole moment",,needs_review,openstax-glossary,,other,7,
polarizability,skautunarhæfni,,measure of the ability of a charge to distort a molecule’s charge distribution (electron cloud),,approved,chemistry-society-csv,,other,10,
polyatomic ion,fjölfrumeinda jón,,ion composed of more than one atom,jón sem samanstendur af fleiri en einu atómi,approved,chemistry-society-csv,fjölatóma jón,other,2,
polydentate,fjöltenntur,,,,approved,chemistry-society-csv,,other,,
polydentate ligand,,,"ligand that is attached to a central metal ion by bonds from two or more donor atoms, named with prefixes specifying how many donors are present (e.g., hexadentate = six coordinate bonds formed)",,needs_review,openstax-glossary,,other,19,
polymer,fjölliða,,,,approved,chemistry-society-csv,,other,,
polymerization,fjölliðun,,,,approved,chemistry-society-csv,,other,,
polymorph,,,variation in crystalline structure that results in different physical properties for the resulting compound,,needs_review,openstax-glossary,,other,18,
polyprotic acid,fjölvirk sýra,,,,approved,chemistry-society-csv,,other,,
positron,jáeind,,,,approved,chemistry-society-csv,,other,,
positron emission,,,"(also, β+ decay) conversion of a proton into a neutron, which remains in the nucleus, and a positron, which is emitted",,needs_review,openstax-glossary,,other,21,
potential energy,stöðuorka,,"energy of a particle or system of particles derived from relative position, composition, or condition","orka eindar eða kerfis einda sem er fengin úr afstæðri stöðu, samsetningu eða ástandi",approved,chemistry-society-csv,,other,5,
potential function,mættisfall,,,,approved,chemistry-society-csv,,other,,
pounds per square inch (psi),pund á fertommu (psi),,unit of pressure common in the US,þrýstingseining sem er algeng í Bandaríkjunum,proposed,openstax-mt,,other,9,
power,afl,,,,approved,chemistry-society-csv,,other,,
pre-exponential factor,tíðnifasti,,,,approved,chemistry-society-csv,,other,,
precipitate,botnfall,,insoluble product that forms from reaction of soluble reactants,torleyst myndefni sem myndast við efnahvarf auðleystra hvarfefna,approved,chemistry-society-csv,,other,4,
precipitation,útfelling,,,,approved,chemistry-society-csv,,other,,
precipitation reaction,Útfelling,,"reaction that produces one or more insoluble products; when reactants are ionic compounds, sometimes called double-displacement or metathesis",efnahvarf sem myndar eitt eða fleiri torleyst myndefni; þegar hvarfefnin eru jónaefni er það stundum kallað tvöföld skipti eða metatesa,proposed,openstax-mt,,other,4,
precision,prentnákvæmni,,how closely a measurement matches the same measurement when repeated,hversu nálægt mæling er sömu mælingu þegar hún er endurtekin,proposed,openstax-mt,,other,1,
pressure,þrýstingur,,force exerted per unit area,kraftur sem beitt er á flatareiningu,approved,chemistry-society-csv,,measurements,9,
primary cell,,,"nonrechargeable battery, suitable for single use only",,needs_review,openstax-glossary,,other,17,
principal quantum number,höfuðskammtatala,,,,approved,chemistry-society-csv,,other,,
product,myndefni,,substance formed by a chemical or physical change; shown on the right side of the arrow in a chemical equation,Efni sem myndast við efna- eða eðlisfræðilega breytingu; sýnt hægra megin við örina í efnajöfnu,approved,chemistry-society-csv,,other,4,
proton,róteind,,"positively charged, subatomic particle located in the nucleus",jákvætt hlaðin öreind staðsett í kjarnanum,approved,chemistry-society-csv,,fundamental,2,
pure covalent bond,,,"(also, nonpolar covalent bond) covalent bond between atoms of identical electronegativities",,needs_review,openstax-glossary,,other,7,
pure substance,hreint efni,,homogeneous substance that has a constant composition,einsleitt efni sem hefur fasta samsetningu,approved,idordabankinn,,fundamental,1,
qualitative,þáttbundinn,,,,approved,chemistry-society-csv,,other,,
qualitative analysis,þáttbundin greining,,,,approved,chemistry-society-csv,,other,,
quantitative,magnbundinn,,,,approved,chemistry-society-csv,,other,,
quantitative analysis,magnbundin greining,,the determination of the amount or concentration of a substance in a sample,ákvörðun á magni eða styrk efnis í sýni,approved,chemistry-society-csv,,other,4,
quantization,,,"limitation of some property to specific discrete values, not continuous",,needs_review,openstax-glossary,,other,6,
quantum mechanics,skammtafræði,,"field of study that includes quantization of energy, wave-particle duality, and the Heisenberg uncertainty principle to describe matter",,approved,chemistry-society-csv,,other,6,
quantum number,skammtatala,,number having only specific allowed values and used to characterize the arrangement of electrons in an atom,,approved,chemistry-society-csv,,other,6,
quantum theory,skammtakenningin,,,,approved,chemistry-society-csv,,other,,
quark,kvarki,,,,approved,chemistry-society-csv,,other,,
racemic mixture,rasemísk blanda,,,,approved,chemistry-society-csv,,other,,
radiation,geislun,,,,approved,chemistry-society-csv,,other,,
radiation absorbed dose (rad),,,"SI unit for measuring radiation dose, frequently used in medical applications; 1 rad = 0.01 Gy",,needs_review,openstax-glossary,,other,21,
radiation dosimeter,,,device that measures ionizing radiation and is used to determine personal radiation exposure,,needs_review,openstax-glossary,,other,21,
radiation energy,geislunarorka,,,,approved,chemistry-society-csv,,other,,
radiation therapy,,,"use of high-energy radiation to damage the DNA of cancer cells, which kills them or keeps them from dividing",,needs_review,openstax-glossary,,other,21,
radical,stakeind,,,,approved,chemistry-society-csv,,other,,
radio wave,útvarpsbylgja,,,,approved,chemistry-society-csv,,other,,
radioactive decay,,,spontaneous decay of an unstable nuclide into another nuclide,,needs_review,openstax-glossary,,other,21,
radioactive decay series,,,chains of successive disintegrations (radioactive decays) that ultimately lead to a stable end-product,,needs_review,openstax-glossary,,other,21,
radioactive tracer,,,"(also, radioactive label) radioisotope used to track or follow a substance by monitoring its radioactive emissions",,needs_review,openstax-glossary,,other,21,
radioactivity,geislavirkni,,phenomenon exhibited by an unstable nucleon that spontaneously undergoes change into a nucleon that is more stable; an unstable nucleon is said to be radioactive,,approved,chemistry-society-csv,,other,21,
radiocarbon dating,,,"highly accurate means of dating objects 30,000–50,000 years old that were derived from once-living matter; achieved by calculating the ratio of 614C : 612C in the object vs. the ratio of 614C : 612C in the present-day atmosphere",,needs_review,openstax-glossary,,other,21,
radioisotope,,,"isotope that is unstable and undergoes conversion into a different, more stable isotope",,needs_review,openstax-glossary,,other,21,
radiometric dating,,,"use of radioisotopes and their properties to date the formation of objects such as archeological artifacts, formerly living organisms, or geological formations",,needs_review,openstax-glossary,,other,21,
Raoult’s law,,,the relationship between a solution’s vapor pressure and the vapor pressures and concentrations of its components,,needs_review,openstax-glossary,,other,11,
rare earth element,,,"collection of 17 elements including the lanthanides, scandium, and yttrium that often occur together and have similar chemical properties, making separation difficult",,needs_review,openstax-glossary,,other,19,
rate constant,hraðafasti,,,,approved,chemistry-society-csv,,other,,
hraðafasti (k),hraðafasti (k),,,jöfnunarfasti í hraðajöfnu,proposed,openstax-mt,,other,12,
rate expression,hraðajafna,,"mathematical representation defining reaction rate as change in amount, concentration, or pressure of reactant or product species per unit time","stærðfræðileg framsetning sem skilgreinir hvarfhraða sem breytingu á magni, styrk eða þrýstingi hvarfefnis eða myndefnis á tímaeiningu",proposed,openstax-mt,,other,12,
rate law,hraðajafna,,"(also, rate equation) (also, differential rate laws) mathematical equation showing the dependence of reaction rate on the rate constant and the concentration of one or more reactants","(einnig, hraðalögmál) (einnig, diffrað hraðalögmál) stærðfræðileg jafna sem sýnir hvernig hvarfhraði er háður hraðafasta og styrk eins eða fleiri hvarfefna",approved,chemistry-society-csv,,other,12,
rate of diffusion,sveimhraði,,amount of gas diffusing through a given area over a given time,magn gass sem sveimar í gegnum tiltekið svæði á tilteknum tíma,proposed,openstax-mt,,other,9,
rate of reaction,hvarfhraði,,measure of the speed at which a chemical reaction takes place,mælikvarði á hraða efnahvarfs,proposed,openstax-mt,,other,12,
rate-determining step,hraðatakmarkandi skref,,"(also, rate-limiting step) slowest elementary reaction in a reaction mechanism; determines the rate of the overall reaction",(einnig hraðatakmarkandi þrep) hægasta grunnskrefshvarfið í hvarfgangi; ákvarðar hraða heildarhvarfsins,approved,chemistry-society-csv,,other,12,
ray,geisli,,,,approved,chemistry-society-csv,,other,,
reactant,hvarfefni,,substance undergoing a chemical or physical change; shown on the left side of the arrow in a chemical equation,Efni sem gengst undir efna- eða eðlisfræðilega breytingu; sýnt vinstra megin við örina í efnajöfnu,approved,chemistry-society-csv,,other,4,
reaction,efnahvarf,,,,approved,idordabankinn,,reactions,,Chemical reaction
reaction diagram,hvarfrit,,used in chemical kinetics to illustrate various properties of a reaction,notað í efnahraðafræði til að sýna ýmsa eiginleika hvarfs,proposed,openstax-mt,,other,12,
reaction mechanism,hvarfgangur,,stepwise sequence of elementary reactions by which a chemical change takes place,skrefaskipt röð grunnskrefshvarfa þar sem efnabreyting á sér stað,proposed,openstax-mt,,other,12,
reaction order,stig efnahvarfs,,"value of an exponent in a rate law (for example, zero order for 0, first order for 1, second order for 2, and so on)","gildi veldisvísis í hraðajöfnu (til dæmis núllta stig fyrir 0, fyrsta stig fyrir 1, annað stig fyrir 2 og svo framvegis)",proposed,openstax-mt,,other,12,
reaction Quotient,hvarfstuðull,,,,approved,chemistry-society-csv,,other,,
hvarfstuðull (Q),hvarfstuðull (Q),,,stærðfræðilegt fall sem lýsir hlutfallslegu magni hvarfefna og myndefna í efnablöndu; má gefa upp með styrk (Qc) eða þrýstingi (Qp),proposed,openstax-mt,,other,13,
reaction rate,hvarfhraði,,,,approved,chemistry-society-csv,,other,,
reactive,hvarfgjarn,,,,approved,chemistry-society-csv,,other,,
reactivity,hvarfgirni,,,,approved,chemistry-society-csv,,other,,
reactor coolant,,,assembly used to carry the heat produced by fission in a reactor to an external boiler and turbine where it is transformed into electricity,,needs_review,openstax-glossary,,other,21,
real gas,raungas,,,,approved,chemistry-society-csv,,other,,
real solution,raunlausn,,,,approved,chemistry-society-csv,,other,,
rearrangement,umröðun,,,,approved,chemistry-society-csv,,other,,
redox,oxunar-afoxunarhvarf,,,,approved,chemistry-society-csv,,other,,
reducing agent,Afoxari,,"(also, reductant) substance that brings about the reduction of another substance, and in the process becomes oxidized",efni sem veldur afoxun annars efnis og oxast sjálft í ferlinu,proposed,openstax-mt,,other,4,
reduction,afoxun,,process in which an element’s oxidation number is decreased by gain of electrons,ferli þar sem oxunartala frumefnis lækkar vegna rafeindaásóknar,approved,chemistry-society-csv,,reactions,4,
reduction potential,afoxunarspenna,,,,approved,chemistry-society-csv,,other,,
reflux,sísuða,,,,approved,chemistry-society-csv,,other,,
reflux condenser,eimsvali,,,,approved,chemistry-society-csv,,other,,
refraction,ljósbrot,,,,approved,chemistry-society-csv,,other,,
relative atomic mass,meðalatómmassi,,,,approved,chemistry-society-csv,,other,,
relative biological effectiveness (RBE),,,measure of the relative damage done by radiation,,needs_review,openstax-glossary,,other,21,
representative element,aðalflokkafrumefni,,"(also, main-group element) element in columns 1, 2, and 12–18","frumefni í dálkum 1, 2 og 12–18",proposed,openstax-mt,,other,2,
representative metal,,,metal among the representative elements,,needs_review,openstax-glossary,,other,18,
resolution,upplausn,,,,approved,chemistry-society-csv,,other,,
resonance,samhrif,,situation in which one Lewis structure is insufficient to describe the bonding in a molecule and the average of multiple structures is observed,,approved,chemistry-society-csv,,other,7,
resonance,vok,,situation in which one Lewis structure is insufficient to describe the bonding in a molecule and the average of multiple structures is observed,,approved,chemistry-society-csv,,other,7,
resonance,vok mynd,,situation in which one Lewis structure is insufficient to describe the bonding in a molecule and the average of multiple structures is observed,,approved,chemistry-society-csv,,other,7,
resonance forms,,,two or more Lewis structures that have the same arrangement of atoms but different arrangements of electrons,,needs_review,openstax-glossary,,other,7,
resonance hybrid,,,average of the resonance forms shown by the individual Lewis structures,,needs_review,openstax-glossary,,other,7,
reversible,afturkræfur,,,,approved,chemistry-society-csv,,other,,
reversible process,,,process that takes place so slowly as to be capable of reversing direction in response to an infinitesimally small change in conditions; hypothetical construct that can only be approximated by real processes,,needs_review,openstax-glossary,,other,16,
